comment,blacklist_suggestions,overall_quality,factual_correctness,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,lexical_correctness,syntactic_correctness,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,src,tgt,title,len_sentences,len_words,len_quotes
-1,-1,25.0,100.0,6:51,1,-1,100.0,25.0,25.0,100.0,66.66666666666666,-1,-1,89.2045454545455,-1,60.00000000000001,-1,-1,-1,-1,some word orders have changed in sentences&comma; while maintained the original meanings of the input text ,-1,the wrong abbreviation and some facts were left out in the output text. ,The Council of Europe (ECHR); extending his four-year detention without conviction,-1,-1,-1,-1,100.0,66.66666666666666,110029,1,,,,,,062ee6ad1a79a8ce24b9db5b292fcec4,,0,9.557444334030151,8.076139688491821,106542,2022-11-08 07:15:40,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe (ECHR) said on Friday it ruled to notify Turkey of its intention to launch “infringement proceedings” against the country over its failure to release philanthropist Osman Kavala.

The statement said the Council had asked Ankara for submitting its view on the case by Jan 19, 2022.

In a trial which has added to strains in Ankara ‘s troubled relations with its Western allies, a Turkish court ruled last week to keep Kavala in prison.",062ee6ad1a79a8ce24b9db5b292fcec4,3,88,1
-1,-1,75.0,86.66666666666667,7:39,0,-1,100.0,50.0,75.0,100.0,83.33333333333333,-1,-1,100.0,-1,60.00000000000001,-1,-1,-1,-1,Mostly correct,-1,1. Output makes it sound as if &quot;ECHR&quot; stands for &quot;Council of Europe&quot;2. Little difference,-1,-1,-1,-1,-1,100.0,100.0,110029,1,,,,,,062ee6ad1a79a8ce24b9db5b292fcec4,,0,9.557444334030151,8.076139688491821,53332,2022-11-08 11:33:09,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe (ECHR) said on Friday it ruled to notify Turkey of its intention to launch “infringement proceedings” against the country over its failure to release philanthropist Osman Kavala.

The statement said the Council had asked Ankara for submitting its view on the case by Jan 19, 2022.

In a trial which has added to strains in Ankara ‘s troubled relations with its Western allies, a Turkish court ruled last week to keep Kavala in prison.",062ee6ad1a79a8ce24b9db5b292fcec4,3,88,1
-1,-1,50.0,,1:10,0,-1,,100.0,50.0,,66.66666666666666,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,110029,1,,,,,,062ee6ad1a79a8ce24b9db5b292fcec4,,0,9.557444334030151,8.076139688491821,106546,2022-11-08 11:39:06,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe (ECHR) said on Friday it ruled to notify Turkey of its intention to launch “infringement proceedings” against the country over its failure to release philanthropist Osman Kavala.

The statement said the Council had asked Ankara for submitting its view on the case by Jan 19, 2022.

In a trial which has added to strains in Ankara ‘s troubled relations with its Western allies, a Turkish court ruled last week to keep Kavala in prison.",062ee6ad1a79a8ce24b9db5b292fcec4,3,88,1
-1,-1,0.0,,3:29,0,-1,,25.0,50.0,,66.66666666666666,-1,-1,,-1,,-1,-1,-1,-1,syntax and small words are changed,-1,there is some information left in the output text,In a trial which has added to strains in Ankara ‘s troubled relations with its Western allies&comma; a Turkish court ruled last week to keep Kavala in prison,-1,-1,-1,-1,,66.66666666666666,110029,1,,,,,,062ee6ad1a79a8ce24b9db5b292fcec4,,0,9.557444334030151,8.076139688491821,106541,2022-11-13 11:30:40,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe (ECHR) said on Friday it ruled to notify Turkey of its intention to launch “infringement proceedings” against the country over its failure to release philanthropist Osman Kavala.

The statement said the Council had asked Ankara for submitting its view on the case by Jan 19, 2022.

In a trial which has added to strains in Ankara ‘s troubled relations with its Western allies, a Turkish court ruled last week to keep Kavala in prison.",062ee6ad1a79a8ce24b9db5b292fcec4,3,88,1
-1,-1,25.0,86.66666666666667,4:12,1,-1,75.0,25.0,75.0,100.0,100.0,-1,-1,100.0,-1,,-1,-1,-1,-1,most of the important details are included in the output text and the content of input and output text is very similar ,-1,incorrect conjunctionsome facts were misrepresented&comma; the number of daily cases doesn&#039;t equal to daily cases , while cases continued to rise amid an easing in measures to restrict infections this month,-1,-1,-1,-1,100.0,100.0,110003,1,,,,,,d741f51bcac139d0b9f416cf076dc448,,0,8.903416872024536,7.743761777877808,106542,2022-11-08 07:19:53,"Turkey registered 26,182 new coronavirus cases on Tuesday, the highest daily number since mid-December, health ministry data showed, as cases continued to rise amid an easing in measures to restrict infections this month.

The death toll rose by 138 to 30,316.

Daily cases have roughly doubled since the beginning of March, when restrictions were eased.","Turkey on Tuesday registered 26,182 new coronavirus cases, the highest daily number since mid - December, health ministry data showed, while cases continued to rise amid an easing in measures to restrict infections this month.

The reported death toll rose to 138 from 30,316.

The number of daily cases has roughly doubled since the beginning of March when restrictions eased.",d741f51bcac139d0b9f416cf076dc448,3,66,0
-1,-1,25.0,86.66666666666667,4:4,0,-1,100.0,50.0,50.0,100.0,100.0,-1,-1,28.03030303030294,-1,,-1,-1,-1,-1,-1,-1,lexical&comma; syntactic&comma; factual correctness,The reported death toll rose to 138 from 30&comma;316. ,-1,-1,-1,-1,83.33333333333333,66.66666666666666,110003,1,,,,,,d741f51bcac139d0b9f416cf076dc448,,0,8.903416872024536,7.743761777877808,12802,2022-11-09 17:49:11,"Turkey registered 26,182 new coronavirus cases on Tuesday, the highest daily number since mid-December, health ministry data showed, as cases continued to rise amid an easing in measures to restrict infections this month.

The death toll rose by 138 to 30,316.

Daily cases have roughly doubled since the beginning of March, when restrictions were eased.","Turkey on Tuesday registered 26,182 new coronavirus cases, the highest daily number since mid - December, health ministry data showed, while cases continued to rise amid an easing in measures to restrict infections this month.

The reported death toll rose to 138 from 30,316.

The number of daily cases has roughly doubled since the beginning of March when restrictions eased.",d741f51bcac139d0b9f416cf076dc448,3,66,0
-1,-1,0.0,,1:55,0,-1,50.0,25.0,50.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,1. Syntactic corectness,1. &quot;The reported death toll rose to 138 from 30&comma;316.&quot;,-1,-1,-1,-1,,66.66666666666666,110003,1,,,,,,d741f51bcac139d0b9f416cf076dc448,,0,8.903416872024536,7.743761777877808,89491,2022-11-10 18:48:12,"Turkey registered 26,182 new coronavirus cases on Tuesday, the highest daily number since mid-December, health ministry data showed, as cases continued to rise amid an easing in measures to restrict infections this month.

The death toll rose by 138 to 30,316.

Daily cases have roughly doubled since the beginning of March, when restrictions were eased.","Turkey on Tuesday registered 26,182 new coronavirus cases, the highest daily number since mid - December, health ministry data showed, while cases continued to rise amid an easing in measures to restrict infections this month.

The reported death toll rose to 138 from 30,316.

The number of daily cases has roughly doubled since the beginning of March when restrictions eased.",d741f51bcac139d0b9f416cf076dc448,3,66,0
-1,-1,50.0,86.66666666666667,2:5,1,-1,100.0,50.0,75.0,100.0,100.0,-1,-1,100.0,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.0,66.66666666666666,110003,1,,,,,,d741f51bcac139d0b9f416cf076dc448,,0,8.903416872024536,7.743761777877808,106543,2022-11-14 02:34:50,"Turkey registered 26,182 new coronavirus cases on Tuesday, the highest daily number since mid-December, health ministry data showed, as cases continued to rise amid an easing in measures to restrict infections this month.

The death toll rose by 138 to 30,316.

Daily cases have roughly doubled since the beginning of March, when restrictions were eased.","Turkey on Tuesday registered 26,182 new coronavirus cases, the highest daily number since mid - December, health ministry data showed, while cases continued to rise amid an easing in measures to restrict infections this month.

The reported death toll rose to 138 from 30,316.

The number of daily cases has roughly doubled since the beginning of March when restrictions eased.",d741f51bcac139d0b9f416cf076dc448,3,66,0
-1,-1,25.0,100.0,3:59,1,-1,100.0,25.0,50.0,83.33333333333333,83.33333333333333,-1,-1,87.1621621621621,-1,20.0,-1,-1,-1,-1,some important facts are included&comma; and nominal data are correctly stated in the output text ,Canada&comma; acting with the United States and Britain&comma; is imposing sanctions on four Myanmar entities,grammar mistakes&comma; and citations without quotation marks; some facts were left out of the output text ,Ottawa will not hesitate further measures if needed&comma; the statement said;  In February this year&comma; the sanctions targeted military entities responsible for supporting Myanmar ‘s armed forces,-1,-1,-1,-1,100.0,66.66666666666666,109999,1,,,,,,500a20710016527e2ba168c24570a333,,0,8.616322040557861,7.387196540832519,106542,2022-11-08 07:23:53,"Canada, acting with the United States and Britain, is imposing sanctions on four Myanmar entities in response to the ""military's ongoing repression"" in the Asian country, the foreign ministry said in a statement on Friday.

Ottawa will not hesitate to take further measures if need be, the statement said. The sanctions target military entities responsible for supporting Myanmar's armed forces, which seized power in February this year.","Canada, acting with the United States and Britain, is imposing sanctions on four Myanmar entities, the foreign ministry said in a statement, in response to the “military ‘s ongoing repression” in the Asian country.

Ottawa will not hesitate further measures if needed, the statement said. In February this year, the sanctions targeted military entities responsible for supporting Myanmar ‘s armed forces.",500a20710016527e2ba168c24570a333,3,74,1
-1,-1,50.0,100.0,7:44,1,-1,100.0,50.0,50.0,100.0,83.33333333333333,-1,-1,48.648648648648596,-1,60.00000000000001,-1,-1,-1,-1,-1,-1,syntactic correctness,In February this year&comma; the sanctions targeted military entities responsible for supporting Myanmar ‘s armed forces,-1,-1,-1,-1,100.0,66.66666666666666,109999,1,,,,,,500a20710016527e2ba168c24570a333,,0,8.616322040557861,7.387196540832519,12802,2022-11-10 07:08:58,"Canada, acting with the United States and Britain, is imposing sanctions on four Myanmar entities in response to the ""military's ongoing repression"" in the Asian country, the foreign ministry said in a statement on Friday.

Ottawa will not hesitate to take further measures if need be, the statement said. The sanctions target military entities responsible for supporting Myanmar's armed forces, which seized power in February this year.","Canada, acting with the United States and Britain, is imposing sanctions on four Myanmar entities, the foreign ministry said in a statement, in response to the “military ‘s ongoing repression” in the Asian country.

Ottawa will not hesitate further measures if needed, the statement said. In February this year, the sanctions targeted military entities responsible for supporting Myanmar ‘s armed forces.",500a20710016527e2ba168c24570a333,3,74,1
